"id","dataelement","categoryoptioncombo"
234,Uo3DcCS7GQJ,F1rms8f9I9a
235,Uo3DcCS7GQJ,Crc5reUlspd
236,Uo3DcCS7GQJ,c7gvocRdg0f
237,Uo3DcCS7GQJ,u3CkZqMHfHP
238,Uo3DcCS7GQJ,dCKzhhINakS
239,Uo3DcCS7GQJ,XVHTeecEOM3
240,rRlDbbcm4dp,zh2zAaHyYQx
241,rRlDbbcm4dp,wDiX34aiw6i
242,rRlDbbcm4dp,V2OuNTRI6ua
243,rRlDbbcm4dp,huBy3W5qiD2
244,rRlDbbcm4dp,F1rms8f9I9a
245,rRlDbbcm4dp,Crc5reUlspd
246,rRlDbbcm4dp,c7gvocRdg0f
247,rRlDbbcm4dp,u3CkZqMHfHP
248,rRlDbbcm4dp,dCKzhhINakS
249,rRlDbbcm4dp,XVHTeecEOM3
250,QrOH2kSY98j,zh2zAaHyYQx
251,QrOH2kSY98j,wDiX34aiw6i
252,QrOH2kSY98j,V2OuNTRI6ua
253,QrOH2kSY98j,huBy3W5qiD2
254,QrOH2kSY98j,F1rms8f9I9a
255,QrOH2kSY98j,Crc5reUlspd
256,QrOH2kSY98j,c7gvocRdg0f
257,QrOH2kSY98j,u3CkZqMHfHP
258,QrOH2kSY98j,dCKzhhINakS
259,QrOH2kSY98j,XVHTeecEOM3
260,tC1EFeEOCs4,zh2zAaHyYQx
261,tC1EFeEOCs4,wDiX34aiw6i
262,tC1EFeEOCs4,V2OuNTRI6ua
263,tC1EFeEOCs4,huBy3W5qiD2
264,tC1EFeEOCs4,F1rms8f9I9a
265,tC1EFeEOCs4,Crc5reUlspd
266,tC1EFeEOCs4,c7gvocRdg0f
267,tC1EFeEOCs4,u3CkZqMHfHP
268,tC1EFeEOCs4,dCKzhhINakS
269,tC1EFeEOCs4,XVHTeecEOM3
270,w39yVsi1vfw,SgtJVRGlRIo
271,w39yVsi1vfw,nusEBjg8bes
272,w39yVsi1vfw,sHKK94BX2Rp
273,w39yVsi1vfw,kkV0Rfqo4Ru
274,w39yVsi1vfw,UKCxMVgAc2s
275,w39yVsi1vfw,WyNau0T37h4
276,w39yVsi1vfw,OhmzAkCmkjU
277,w39yVsi1vfw,oIxEDq59GUL
278,w39yVsi1vfw,DHWRwZkFHqc
279,w39yVsi1vfw,mJNtXTVt6T1
280,FmnoZ2tPyX1,zh2zAaHyYQx
281,FmnoZ2tPyX1,wDiX34aiw6i
282,FmnoZ2tPyX1,V2OuNTRI6ua
283,FmnoZ2tPyX1,huBy3W5qiD2
284,FmnoZ2tPyX1,F1rms8f9I9a
285,FmnoZ2tPyX1,Crc5reUlspd
286,FmnoZ2tPyX1,c7gvocRdg0f
287,FmnoZ2tPyX1,u3CkZqMHfHP
288,FmnoZ2tPyX1,dCKzhhINakS
289,FmnoZ2tPyX1,XVHTeecEOM3
290,skBQWWv6gl1,WalQ4zu7RLz
291,skBQWWv6gl1,r01f3QfmLJS
292,skBQWWv6gl1,bmT820wlIV5
293,skBQWWv6gl1,vrSTfWaEZfP
294,skBQWWv6gl1,RKbp3GCvRrF
295,skBQWWv6gl1,I28asEo67Mt
296,Rw3b8mGkyfh,zh2zAaHyYQx
297,Rw3b8mGkyfh,wDiX34aiw6i
298,Rw3b8mGkyfh,V2OuNTRI6ua
299,Rw3b8mGkyfh,huBy3W5qiD2
300,Rw3b8mGkyfh,F1rms8f9I9a
301,Rw3b8mGkyfh,Crc5reUlspd
302,Rw3b8mGkyfh,c7gvocRdg0f
303,Rw3b8mGkyfh,u3CkZqMHfHP
304,Rw3b8mGkyfh,dCKzhhINakS
305,Rw3b8mGkyfh,XVHTeecEOM3
306,Yue3pPKDaMH,zh2zAaHyYQx
307,Yue3pPKDaMH,wDiX34aiw6i
308,Yue3pPKDaMH,V2OuNTRI6ua
309,Yue3pPKDaMH,huBy3W5qiD2
310,Yue3pPKDaMH,F1rms8f9I9a
311,Yue3pPKDaMH,Crc5reUlspd
312,Yue3pPKDaMH,c7gvocRdg0f
313,Yue3pPKDaMH,u3CkZqMHfHP
314,Yue3pPKDaMH,dCKzhhINakS
315,Yue3pPKDaMH,XVHTeecEOM3
316,LRqjAIMysFS,zh2zAaHyYQx
317,LRqjAIMysFS,wDiX34aiw6i
318,LRqjAIMysFS,V2OuNTRI6ua
319,LRqjAIMysFS,huBy3W5qiD2
320,LRqjAIMysFS,F1rms8f9I9a
321,LRqjAIMysFS,Crc5reUlspd
322,LRqjAIMysFS,c7gvocRdg0f
323,LRqjAIMysFS,u3CkZqMHfHP
324,LRqjAIMysFS,dCKzhhINakS
325,LRqjAIMysFS,XVHTeecEOM3
326,rAlHZtS3O0K,zh2zAaHyYQx
327,rAlHZtS3O0K,wDiX34aiw6i
328,rAlHZtS3O0K,V2OuNTRI6ua
329,rAlHZtS3O0K,huBy3W5qiD2
330,rAlHZtS3O0K,F1rms8f9I9a
331,rAlHZtS3O0K,Crc5reUlspd
332,rAlHZtS3O0K,c7gvocRdg0f
333,rAlHZtS3O0K,u3CkZqMHfHP
334,rAlHZtS3O0K,dCKzhhINakS
335,rAlHZtS3O0K,XVHTeecEOM3
336,o0Dy8oCqoOf,SM9d5ybWcr0
337,o0Dy8oCqoOf,H5MiomGgbbi
338,o0Dy8oCqoOf,OUPWAOZojRb
339,DM0iRlEZHKC,zh2zAaHyYQx
340,DM0iRlEZHKC,wDiX34aiw6i
341,DM0iRlEZHKC,V2OuNTRI6ua
342,DM0iRlEZHKC,huBy3W5qiD2
343,DM0iRlEZHKC,F1rms8f9I9a
344,DM0iRlEZHKC,Crc5reUlspd
345,DM0iRlEZHKC,c7gvocRdg0f
346,DM0iRlEZHKC,u3CkZqMHfHP
347,DM0iRlEZHKC,dCKzhhINakS
348,DM0iRlEZHKC,XVHTeecEOM3
349,HA9BKh9eolX,zh2zAaHyYQx
350,HA9BKh9eolX,wDiX34aiw6i
351,HA9BKh9eolX,V2OuNTRI6ua
352,HA9BKh9eolX,huBy3W5qiD2
353,HA9BKh9eolX,F1rms8f9I9a
354,HA9BKh9eolX,Crc5reUlspd
355,HA9BKh9eolX,c7gvocRdg0f
356,HA9BKh9eolX,u3CkZqMHfHP
357,HA9BKh9eolX,dCKzhhINakS
358,HA9BKh9eolX,XVHTeecEOM3
359,wEyMlJ9Vce9,zh2zAaHyYQx
360,wEyMlJ9Vce9,wDiX34aiw6i
361,wEyMlJ9Vce9,V2OuNTRI6ua
362,wEyMlJ9Vce9,huBy3W5qiD2
363,wEyMlJ9Vce9,F1rms8f9I9a
364,wEyMlJ9Vce9,Crc5reUlspd
365,wEyMlJ9Vce9,c7gvocRdg0f
366,wEyMlJ9Vce9,u3CkZqMHfHP
367,wEyMlJ9Vce9,dCKzhhINakS
368,wEyMlJ9Vce9,XVHTeecEOM3
369,WeT4t43xsmT,zh2zAaHyYQx
370,WeT4t43xsmT,wDiX34aiw6i
371,WeT4t43xsmT,V2OuNTRI6ua
372,WeT4t43xsmT,huBy3W5qiD2
373,WeT4t43xsmT,F1rms8f9I9a
374,WeT4t43xsmT,Crc5reUlspd
375,WeT4t43xsmT,c7gvocRdg0f
376,WeT4t43xsmT,u3CkZqMHfHP
377,WeT4t43xsmT,dCKzhhINakS
378,WeT4t43xsmT,XVHTeecEOM3
379,SPADxEItrIQ,zh2zAaHyYQx
380,SPADxEItrIQ,wDiX34aiw6i
381,SPADxEItrIQ,V2OuNTRI6ua
382,SPADxEItrIQ,huBy3W5qiD2
383,SPADxEItrIQ,F1rms8f9I9a
384,SPADxEItrIQ,Crc5reUlspd
385,SPADxEItrIQ,c7gvocRdg0f
386,SPADxEItrIQ,u3CkZqMHfHP
387,SPADxEItrIQ,dCKzhhINakS
388,SPADxEItrIQ,XVHTeecEOM3
389,PDlBRSON8kH,zh2zAaHyYQx
390,PDlBRSON8kH,wDiX34aiw6i
391,PDlBRSON8kH,V2OuNTRI6ua
392,PDlBRSON8kH,huBy3W5qiD2
393,PDlBRSON8kH,F1rms8f9I9a
394,PDlBRSON8kH,Crc5reUlspd
395,PDlBRSON8kH,c7gvocRdg0f
396,PDlBRSON8kH,u3CkZqMHfHP
397,PDlBRSON8kH,dCKzhhINakS
398,PDlBRSON8kH,XVHTeecEOM3
399,ntskkEwDG7O,zh2zAaHyYQx
400,ntskkEwDG7O,wDiX34aiw6i
401,ntskkEwDG7O,V2OuNTRI6ua
402,ntskkEwDG7O,huBy3W5qiD2
403,ntskkEwDG7O,F1rms8f9I9a
404,ntskkEwDG7O,Crc5reUlspd
405,ntskkEwDG7O,c7gvocRdg0f
406,ntskkEwDG7O,u3CkZqMHfHP
407,ntskkEwDG7O,dCKzhhINakS
408,ntskkEwDG7O,XVHTeecEOM3
409,NoWHScNhjYI,zh2zAaHyYQx
410,NoWHScNhjYI,wDiX34aiw6i
411,NoWHScNhjYI,V2OuNTRI6ua
412,NoWHScNhjYI,huBy3W5qiD2
413,NoWHScNhjYI,F1rms8f9I9a
414,NoWHScNhjYI,Crc5reUlspd
415,NoWHScNhjYI,c7gvocRdg0f
416,NoWHScNhjYI,u3CkZqMHfHP
417,NoWHScNhjYI,dCKzhhINakS
418,NoWHScNhjYI,XVHTeecEOM3
419,D94T0VqYF0u,zh2zAaHyYQx
420,D94T0VqYF0u,wDiX34aiw6i
421,D94T0VqYF0u,V2OuNTRI6ua
422,D94T0VqYF0u,huBy3W5qiD2
423,D94T0VqYF0u,F1rms8f9I9a
424,D94T0VqYF0u,Crc5reUlspd
425,D94T0VqYF0u,c7gvocRdg0f
426,D94T0VqYF0u,u3CkZqMHfHP
427,D94T0VqYF0u,dCKzhhINakS
428,D94T0VqYF0u,XVHTeecEOM3
429,CEuNYF0BfGX,WalQ4zu7RLz
430,CEuNYF0BfGX,r01f3QfmLJS
431,CEuNYF0BfGX,bmT820wlIV5
432,CEuNYF0BfGX,vrSTfWaEZfP
433,CEuNYF0BfGX,RKbp3GCvRrF
434,CEuNYF0BfGX,I28asEo67Mt
435,SYLEs2c2hKy,zh2zAaHyYQx
436,SYLEs2c2hKy,wDiX34aiw6i
437,SYLEs2c2hKy,V2OuNTRI6ua
438,SYLEs2c2hKy,huBy3W5qiD2
439,SYLEs2c2hKy,F1rms8f9I9a
440,SYLEs2c2hKy,Crc5reUlspd
441,SYLEs2c2hKy,c7gvocRdg0f
442,SYLEs2c2hKy,u3CkZqMHfHP
443,SYLEs2c2hKy,dCKzhhINakS
444,SYLEs2c2hKy,XVHTeecEOM3
445,quyNKwVmKl2,yabsZCXTQRM
446,quyNKwVmKl2,yWdrn6SiVZ9
447,quyNKwVmKl2,zLX9lB6eIHI
448,quyNKwVmKl2,C9j1R3XeUB3
449,quyNKwVmKl2,sBvVzuUN7ty
450,quyNKwVmKl2,JqdVRiI92bd
451,quyNKwVmKl2,tD3pn44uScE
452,quyNKwVmKl2,Mv9SNsGCT5e
453,quyNKwVmKl2,rU0HnmI7P8S
454,quyNKwVmKl2,pfXBcPz6khi
455,OaRxaiaFBsA,zh2zAaHyYQx
456,OaRxaiaFBsA,wDiX34aiw6i
457,OaRxaiaFBsA,V2OuNTRI6ua
458,OaRxaiaFBsA,huBy3W5qiD2
459,OaRxaiaFBsA,F1rms8f9I9a
460,OaRxaiaFBsA,Crc5reUlspd
461,OaRxaiaFBsA,c7gvocRdg0f
462,OaRxaiaFBsA,u3CkZqMHfHP
463,OaRxaiaFBsA,dCKzhhINakS
464,OaRxaiaFBsA,XVHTeecEOM3
465,K61p0h1VBGN,zh2zAaHyYQx
466,K61p0h1VBGN,wDiX34aiw6i
467,K61p0h1VBGN,V2OuNTRI6ua
468,K61p0h1VBGN,huBy3W5qiD2
469,K61p0h1VBGN,F1rms8f9I9a
470,K61p0h1VBGN,Crc5reUlspd
471,K61p0h1VBGN,c7gvocRdg0f
472,K61p0h1VBGN,u3CkZqMHfHP
473,K61p0h1VBGN,dCKzhhINakS
474,K61p0h1VBGN,XVHTeecEOM3
475,Bv5ThUANT2Q,zh2zAaHyYQx
476,Bv5ThUANT2Q,wDiX34aiw6i
477,Bv5ThUANT2Q,V2OuNTRI6ua
478,Bv5ThUANT2Q,huBy3W5qiD2
479,Bv5ThUANT2Q,F1rms8f9I9a
480,Bv5ThUANT2Q,Crc5reUlspd
481,Bv5ThUANT2Q,c7gvocRdg0f
482,Bv5ThUANT2Q,u3CkZqMHfHP
483,Bv5ThUANT2Q,dCKzhhINakS
484,Bv5ThUANT2Q,XVHTeecEOM3
485,AbJ0YUCaLgd,zh2zAaHyYQx
486,AbJ0YUCaLgd,wDiX34aiw6i
487,AbJ0YUCaLgd,V2OuNTRI6ua
488,AbJ0YUCaLgd,huBy3W5qiD2
489,AbJ0YUCaLgd,F1rms8f9I9a
490,AbJ0YUCaLgd,Crc5reUlspd
491,AbJ0YUCaLgd,c7gvocRdg0f
492,AbJ0YUCaLgd,u3CkZqMHfHP
493,AbJ0YUCaLgd,dCKzhhINakS
494,AbJ0YUCaLgd,XVHTeecEOM3
495,wUDxFVBapIc,zh2zAaHyYQx
496,wUDxFVBapIc,wDiX34aiw6i
497,wUDxFVBapIc,V2OuNTRI6ua
498,wUDxFVBapIc,huBy3W5qiD2
499,wUDxFVBapIc,F1rms8f9I9a
500,wUDxFVBapIc,Crc5reUlspd
501,wUDxFVBapIc,c7gvocRdg0f
502,wUDxFVBapIc,u3CkZqMHfHP
503,wUDxFVBapIc,dCKzhhINakS
504,wUDxFVBapIc,XVHTeecEOM3
505,iQjz3Uuiwxi,yabsZCXTQRM
506,iQjz3Uuiwxi,yWdrn6SiVZ9
507,iQjz3Uuiwxi,zLX9lB6eIHI
508,iQjz3Uuiwxi,C9j1R3XeUB3
509,iQjz3Uuiwxi,sBvVzuUN7ty
510,iQjz3Uuiwxi,JqdVRiI92bd
511,iQjz3Uuiwxi,tD3pn44uScE
512,iQjz3Uuiwxi,Mv9SNsGCT5e
513,iQjz3Uuiwxi,rU0HnmI7P8S
514,iQjz3Uuiwxi,pfXBcPz6khi
515,uxwJFKQu4TE,zh2zAaHyYQx
516,uxwJFKQu4TE,wDiX34aiw6i
517,uxwJFKQu4TE,V2OuNTRI6ua
518,uxwJFKQu4TE,huBy3W5qiD2
519,uxwJFKQu4TE,F1rms8f9I9a
520,uxwJFKQu4TE,Crc5reUlspd
521,uxwJFKQu4TE,c7gvocRdg0f
522,uxwJFKQu4TE,u3CkZqMHfHP
523,uxwJFKQu4TE,dCKzhhINakS
524,uxwJFKQu4TE,XVHTeecEOM3
525,WIcLelJiOWf,zh2zAaHyYQx
526,WIcLelJiOWf,wDiX34aiw6i
527,WIcLelJiOWf,V2OuNTRI6ua
528,WIcLelJiOWf,huBy3W5qiD2
529,WIcLelJiOWf,F1rms8f9I9a
530,WIcLelJiOWf,Crc5reUlspd
531,WIcLelJiOWf,c7gvocRdg0f
532,WIcLelJiOWf,u3CkZqMHfHP
533,WIcLelJiOWf,dCKzhhINakS
534,WIcLelJiOWf,XVHTeecEOM3
535,nkTDxxXrZZN,zh2zAaHyYQx
536,nkTDxxXrZZN,wDiX34aiw6i
537,nkTDxxXrZZN,V2OuNTRI6ua
538,nkTDxxXrZZN,huBy3W5qiD2
539,nkTDxxXrZZN,F1rms8f9I9a
540,nkTDxxXrZZN,Crc5reUlspd
541,nkTDxxXrZZN,c7gvocRdg0f
542,nkTDxxXrZZN,u3CkZqMHfHP
543,nkTDxxXrZZN,dCKzhhINakS
544,nkTDxxXrZZN,XVHTeecEOM3
545,SRlnvF6zIry,zh2zAaHyYQx
546,SRlnvF6zIry,wDiX34aiw6i
547,SRlnvF6zIry,V2OuNTRI6ua
548,SRlnvF6zIry,huBy3W5qiD2
549,SRlnvF6zIry,F1rms8f9I9a
550,SRlnvF6zIry,Crc5reUlspd
551,SRlnvF6zIry,c7gvocRdg0f
552,SRlnvF6zIry,u3CkZqMHfHP
553,SRlnvF6zIry,dCKzhhINakS
554,SRlnvF6zIry,XVHTeecEOM3
555,Wlg7KSfmRhh,SgtJVRGlRIo
556,Wlg7KSfmRhh,nusEBjg8bes
557,Wlg7KSfmRhh,sHKK94BX2Rp
558,Wlg7KSfmRhh,kkV0Rfqo4Ru
559,Wlg7KSfmRhh,UKCxMVgAc2s
560,Wlg7KSfmRhh,WyNau0T37h4
561,Wlg7KSfmRhh,OhmzAkCmkjU
