section_id,section_name,eafya_id,eafya_name,hmis_code,hmis_name,data_element_id,categoryoptioncombo_uid,categoryoptioncombo_name
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,,,FP12,FAM Two Days Method,HnSiI2XX2Sy,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,IrhyhbiN3iR,H0GMvofBUk5,CBDs
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,IrhyhbiN3iR,LhwUTDmUr6D,Outreach
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,IrhyhbiN3iR,sIyf5RrDuXo,Pharmacy
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,IrhyhbiN3iR,SUCYKqhN0Jk,Unit
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,16,Female Condoms,FP13,Female condoms,Onpo1O1A7jr,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,7,Male Condoms,FP14,Male condoms,bkCFVYMFMed,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,8,COCS,FP01,Combined Oral Contraceptives Pills (COCs),KyRHSYKxihH,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,23,POP,FP02,Progesterone Only Pills (POP),dyfJZ2Llr6F,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,12,Emergency Contraceptive Pills,FP03,Emergency Contraceptive Pills (ECP),qSe7OiDB18A,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,18,Moon Beads,FP10,FAM-SDM (Cycle Beads),VHi82Mcd77w,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,,,FP11,FAM-LAM,ibfLXaygcNS,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,5,Implants  INSERTION 3 YEARS,FP06,3-year Implant,fCj5K4Xqy7T,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,13,IMPLANTS INSERTION 5 YEARS,FP07,5-year Implant,pGndkat5h9s,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,4,IUCDs Non Hormonal,FP08,IUD Copper-T,jSQRBvez5Pq,UrCqRbuJiSe,"Revisits, 50+Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,BhgBkEr8t85,"New, 15-19Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,ksBfihkwBeu,"New, <15Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,HWLodA23UGt,"New, 20-24Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,CvQdPZAFY4k,"New, 25-49Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,z5ewc0K90Q8,"New, 50+Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,YpZHGtTSv2K,"Revisits, 15-19Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,HTMSuJ2wUcx,"Revisits, <15Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,BhfsRQm30RP,"Revisits, 20-24Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,nAjAOWdxMh8,"Revisits, 25-49Yrs"
2.4.1,Family Planning Client Visits,2,IUCDS HORMONAL,FP09,IUD Hormonal,zhTC6HT9No1,UrCqRbuJiSe,"Revisits, 50+Yrs"
